ID_ISIN,NAME,Date,ID,CHG_PCT_1D,PX_HIGH,PX_LOW,PX_OPEN,PX_VOLUME
GB00B1XZS820,ANGLO AMERICAN PLC,03/10/2019,AAL LN Equity,-1.0006,1800.8,1759.2,1798.6,3481248
GB00B1XZS820,ANGLO AMERICAN PLC,04/10/2019,AAL LN Equity,2.1561,1819.6,1778.4,1789.8,3326788
GB00B1XZS820,ANGLO AMERICAN PLC,07/10/2019,AAL LN Equity,0.7475,1836.8,1802.4,1820.6,2487205
GB00B1XZS820,ANGLO AMERICAN PLC,08/10/2019,AAL LN Equity,-0.9056,1853.4,1812.2,1836.4,4765132
GB00B1XZS820,ANGLO AMERICAN PLC,09/10/2019,AAL LN Equity,1.8498,1857.6,1810,1813.4,3643160
GB00B1XZS820,ANGLO AMERICAN PLC,10/10/2019,AAL LN Equity,3.9784,1945.4,1860.6,1864,6577997
GB00B1XZS820,ANGLO AMERICAN PLC,11/10/2019,AAL LN Equity,3.1711,1985.2,1903.8,1928.4,5171953
GB00B1XZS820,ANGLO AMERICAN PLC,14/10/2019,AAL LN Equity,-2.4992,1981.8,1926.6,1981.8,3754112
GB00B1XZS820,ANGLO AMERICAN PLC,15/10/2019,AAL LN Equity,-1.1266,1948,1907.8,1932.8,3573640
GB00B1XZS820,ANGLO AMERICAN PLC,16/10/2019,AAL LN Equity,-0.0732,1922.8,1888,1902.6,5989918
GB00B1XZS820,ANGLO AMERICAN PLC,17/10/2019,AAL LN Equity,-0.7428,1920.6,1882.8,1901.6,3600559
GB00B1XZS820,ANGLO AMERICAN PLC,18/10/2019,AAL LN Equity,0.1159,1912.2,1867.6,1883.4,3296966
GB00B1XZS820,ANGLO AMERICAN PLC,21/10/2019,AAL LN Equity,2.1055,1966.6,1893.2,1899.4,3706979
